johnsr    	 420	67,68,69,72,72,72,73,73,75,76
vince     	 421	68,69,70,70,71,73,74,75,77,78
john      	 422	68,70,70,71,71,72,73,74,75,78
prodan    	 425	68,69,70,72,72,74,75,76,77,77
judy      	 427	68,70,71,72,72,74,74,75,77,82
nando     	 427	68,70,72,72,72,73,74,75,78,83
jamesc    	 428	69,70,72,72,72,73,75,77,77,78
mike      	 428	69,71,71,72,72,73,77,77,77,78
sally     	 429	69,71,72,72,72,73,73,73,74,82
robt      	 429	68,71,72,72,73,73,74,75,75,78
freddy    	 429	68,69,72,73,73,74,74,75,75,82
nick      	 429	70,70,72,72,72,73,74,75,77,78
crockett  	 429	67,72,72,72,73,73,75,75,76,76
ernst     	 430	68,72,72,72,73,73,74,75,75,83
peter     	 430	69,72,72,72,72,73,75,76,78,83
bryan     	 431	69,72,72,72,73,73,73,74,76,77
paulie    	 431	68,72,72,72,73,74,75,75,76,77
robg      	 431	70,70,71,72,73,75,75,76,77,83
ron       	 432	67,72,72,73,74,74,74,75,76,83
jerry     	 432	69,70,73,73,73,74,75,75,76,77
spitz     	 432	67,72,73,73,73,74,75,75,76,78
ben       	 433	70,71,72,72,73,75,75,77,78,82
frankie   	 433	69,72,72,72,73,75,76,76,77,77
tina      	 433	68,69,72,74,75,75,76,77,77,78
butch     	 434	69,70,72,73,74,76,77,77,78,78
jimi      	 435	70,71,72,73,74,75,75,75,75,77
wayne     	 436	70,72,73,73,74,74,75,75,77,81
jimj      	 436	71,72,72,73,73,75,76,78,78,83
dave      	 438	70,71,73,74,75,75,76,76,76,79
tanja     	 439	72,72,72,73,75,75,75,76,76,76
joe       	 439	69,73,73,74,75,75,76,76,77,83
tana      	 439	69,73,73,74,75,75,76,76,77,83
pt        	 439	72,72,72,73,75,75,76,78,78,83
mac       	 440	71,73,74,74,74,74,74,75,75,83
dano      	 442	71,72,72,75,76,76,77,77,77,81
