Peter     	 342	67,67,69,69,70,72,74,74,76,76
Spitz     	 343	68,68,69,69,69,71,72,73,76,76
Ron       	 345	68,68,69,70,70,70,70,71,73,75
Freddy    	 345	68,69,69,69,70,71,72,73,76,77
NickB     	 345	67,69,69,70,70,71,72,74,75,87
Tana      	 347	68,69,69,70,71,72,72,75,76,81
ProPaul   	 347	67,68,69,71,72,74,74,75,76,78
John      	 348	68,70,70,70,70,72,73,75,75,77
DonO      	 348	67,69,70,70,72,74,74,75,76,77
BobS      	 349	68,69,70,71,71,71,72,76,78,87
Dave      	 349	68,69,70,71,71,72,74,75,75,78
Gardiner  	 349	67,70,70,71,71,73,74,76,78,87
Mike      	 349	68,69,69,71,72,74,75,78,81,87
Nick      	 350	67,70,71,71,71,71,73,75,81,87
Jurga     	 350	68,69,70,71,72,72,72,73,74,75
Wouter    	 350	69,69,70,71,71,72,72,74,77,87
Vince     	 350	68,69,70,71,72,72,73,75,77,78
JohnSr    	 351	69,70,70,70,72,72,73,74,74,75
JimJ      	 351	69,70,70,71,71,72,73,75,77,78
Mac       	 351	68,69,69,72,73,74,75,76,76,81
Russell   	 352	67,69,71,72,73,73,73,74,80,87
Robbie    	 353	70,70,71,71,71,72,73,74,75,77
Jerry     	 353	69,70,71,71,72,73,74,75,77,79
Lopez     	 353	69,69,69,72,74,74,75,75,78,81
PaulT     	 355	67,70,71,73,74,74,75,75,75,75
Dano      	 355	69,70,72,72,72,74,75,75,77,79
RobG      	 358	67,71,72,73,75,75,75,76,77,79
Marco     	 360	69,71,71,74,75,75,75,77,78,79
Crockett  	 360	69,70,73,74,74,75,76,78,81,87
