Ron       	 354	68,70,72,72,72,73,75,83,83,83
Spitz     	 355	68,71,72,72,72,73,74,83,83,83
BobS      	 356	68,70,71,73,74,76,83,83,83,83
John      	 359	68,72,72,72,75,76,83,83,83,83
Vince     	 360	69,71,72,74,74,76,83,83,83,83
Gardiner  	 360	70,71,72,72,75,83,83,83,83,83
DonO      	 362	68,68,75,75,76,83,83,83,83,83
Jurga     	 363	68,73,73,74,75,75,79,79,83,83
JohnSr    	 363	70,72,73,73,75,76,83,83,83,83
Tana      	 364	72,72,73,73,74,76,83,83,83,83
ProPaul   	 365	69,72,73,75,76,83,83,83,83,83
Peter     	 367	72,73,73,74,75,77,83,83,83,83
Mac       	 367	70,72,73,74,78,83,83,83,83,83
Wouter    	 367	73,73,73,73,75,83,83,83,83,83
NickB     	 368	72,72,73,75,76,77,83,83,83,83
Jerry     	 368	71,72,73,74,78,83,83,83,83,83
Dave      	 371	68,72,72,76,83,83,83,83,83,83
Freddy    	 371	73,73,74,75,76,83,83,83,83,83
JimJ      	 373	72,72,73,76,80,83,83,83,83,83
Mike      	 376	72,73,73,75,83,83,83,83,83,83
Russell   	 376	71,72,74,76,83,83,83,83,83,83
Dano      	 381	73,73,76,76,83,83,83,83,83,83
Nick      	 382	68,75,76,80,83,83,83,83,83,83
Lopez     	 383	72,73,76,79,83,83,83,83,83,83
PaulT     	 383	72,72,73,83,83,83,83,83,83,83
Crockett  	 389	68,72,83,83,83,83,83,83,83,83
Marco     	 390	73,75,76,83,83,83,83,83,83,83
Robbie    	 390	73,75,76,83,83,83,83,83,83,83
RobG      	 394	73,75,80,83,83,83,83,83,83,83
