prodan    	 552	131,137,141,143,147,147,149,157
ron       	 552	131,140,141,143,144,150,151,152
jurga     	 553	131,141,142,143,144,148,149,149
tracy     	 553	131,142,143,145,146,146,147,150
robg      	 556	131,142,144,146,147,147,152,158
joeb      	 557	131,140,140,146,149,150,151,152
nick      	 558	140,140,140,142,142,146,150,150
marco     	 559	140,142,143,143,143,144,146,150
paulie    	 560	131,143,143,146,147,150,152,153
vince     	 560	140,140,140,143,146,149,150,150
hopper    	 561	140,141,142,143,146,146,150,150
jimj      	 561	137,140,146,146,146,147,150,151
spitz     	 561	137,144,144,146,146,146,149,152
freddy    	 562	131,140,145,146,150,150,151,152
dave      	 563	140,143,143,146,146,150,150,151
mike      	 563	140,141,144,144,146,146,150,153
tana      	 563	131,143,145,149,150,150,152,153
robt      	 564	140,140,142,143,144,148,149,157
wouter    	 564	140,140,141,144,146,147,150,153
mac       	 565	140,142,142,144,148,148,149,152
jerry     	 568	140,142,144,144,146,147,147,151
johns     	 568	140,142,146,147,147,148,148,152
nickb     	 568	142,144,144,146,146,147,150,150
pault     	 568	140,140,144,146,147,148,148,153
john      	 569	140,142,146,147,147,147,150,152
stack     	 569	140,144,144,144,144,147,149,157
crockett  	 571	141,144,144,144,149,149,151,152
dano      	 571	140,144,146,146,148,150,152,155
margit    	 575	140,144,147,148,149,150,150,150
dono      	 578	146,146,146,146,147,149,150,157
