jurga     	 271	66,67,69,69,71,72,73,75
marco     	 272	67,68,68,69,72,72,73,78
mac       	 274	67,68,69,70,72,73,75,77
robt      	 274	68,68,69,69,70,72,73,73
prodan    	 275	66,69,69,71,72,73,73,75
tracy     	 275	66,67,69,73,73,73,74,74
vince     	 276	68,69,69,70,71,75,75,79
dave      	 277	67,68,69,73,75,76,78,79
hopper    	 277	68,69,69,71,73,73,75,79
robg      	 277	66,69,69,73,75,77,77,81
ron       	 277	66,69,71,71,73,73,77,78
dano      	 278	68,69,70,71,73,74,75,75
jimj      	 278	68,69,69,72,73,73,76,77
mike      	 278	68,70,70,70,72,74,75,79
stack     	 278	68,69,70,71,72,73,75,75
joeb      	 279	66,70,71,72,73,74,76,77
johns     	 279	68,69,70,72,73,73,77,77
paulie    	 280	66,69,72,73,73,74,77,79
spitz     	 280	67,69,72,72,74,74,75,77
nick      	 281	68,70,71,72,72,74,77,78
tana      	 281	66,69,73,73,74,74,77,79
freddy    	 282	66,71,72,73,73,73,76,77
jerry     	 282	70,70,71,71,72,73,74,76
john      	 282	68,69,72,73,73,77,77,78
pault     	 282	68,70,72,72,73,74,74,76
wouter    	 282	68,71,71,72,73,73,74,75
margit    	 284	68,70,73,73,73,74,75,79
nickb     	 284	70,70,72,72,73,74,77,78
crockett  	 286	70,71,72,73,74,75,76,77
dono      	 291	72,73,73,73,74,75,75,77
