marco     	 826	208,208,209,211,214,217,218,230
jurga     	 829	199,211,213,213,217,228,229,229
ron       	 831	199,209,211,216,220,230,231,232
tracy     	 832	199,213,214,217,220,220,227,230
hopper    	 839	209,211,213,214,220,220,230,230
prodan    	 839	199,207,213,220,227,227,229,237
robg      	 839	199,213,214,220,227,227,232,238
joeb      	 840	199,209,212,220,229,230,231,232
nick      	 840	209,209,212,214,216,220,230,230
robt      	 842	208,209,212,214,218,228,229,237
freddy    	 843	199,209,215,220,230,230,231,232
paulie    	 844	199,208,220,220,227,230,232,233
jimj      	 845	207,209,217,220,220,227,230,231
spitz     	 845	207,213,217,218,220,220,229,232
wouter    	 846	209,209,213,216,220,227,230,233
mike      	 847	209,211,216,218,219,220,230,233
dave      	 848	209,211,220,220,220,230,230,231
vince     	 848	209,212,212,220,221,229,230,230
mac       	 851	209,213,216,216,228,228,229,232
jerry     	 852	209,211,216,218,221,227,227,231
crockett  	 854	211,213,216,216,229,229,231,232
stack     	 855	209,213,218,218,218,227,229,237
nickb     	 857	213,215,218,219,220,227,230,230
pault     	 857	209,212,218,220,227,228,228,233
dano      	 858	209,213,220,221,228,230,232,235
tana      	 858	199,215,220,229,230,230,232,233
johns     	 863	209,214,220,227,227,228,228,232
john      	 864	209,214,220,227,227,227,230,232
dono      	 865	214,217,220,220,227,229,230,237
margit    	 876	209,216,227,228,229,230,230,230
