ron       	 275	65,69,70,71,73,74,75,77
nick      	 277	68,69,70,70,72,72,73,74
prodan    	 277	65,68,70,74,74,74,77,82
joeb      	 278	65,69,70,74,75,75,75,77
tracy     	 278	65,68,72,73,74,74,76,79
robg      	 279	65,70,71,73,74,75,75,77
freddy    	 280	65,69,72,74,75,75,77,77
paulie    	 280	65,71,71,73,74,74,75,79
spitz     	 281	68,70,71,72,74,75,75,79
jurga     	 282	65,70,73,74,75,75,76,77
tana      	 282	65,71,72,74,75,75,77,79
wouter    	 282	69,70,71,72,74,74,75,79
jimj      	 283	68,70,72,73,74,75,77,77
hopper    	 284	70,71,71,72,73,73,74,77
nickb     	 284	70,70,72,72,74,74,74,77
vince     	 284	70,71,71,72,74,74,75,75
crockett  	 285	70,70,71,74,74,75,75,77
mike      	 285	71,71,71,72,74,74,74,79
dave      	 286	71,71,72,72,73,74,75,76
jerry     	 286	69,70,73,74,74,74,75,75
pault     	 286	70,72,72,72,73,74,75,79
dono      	 287	70,71,73,73,74,75,77,82
john      	 287	70,72,72,73,74,74,74,75
marco     	 287	71,72,72,72,73,73,75,76
johns     	 289	70,72,73,74,74,75,75,78
robt      	 290	71,72,73,74,75,75,77,84
mac       	 291	70,72,74,75,75,75,75,78
margit    	 291	71,72,74,74,75,75,75,77
stack     	 291	72,72,73,74,74,74,75,82
dano      	 293	71,72,75,75,77,78,78,80
