JohnSr    	 689	137,138,139,140,141,142,145,146,149,158
Vince     	 690	136,139,140,141,142,143,143,144,144,149
Gardiner  	 696	137,139,141,141,143,144,145,145,147,149
Spitz     	 697	138,138,139,143,144,144,144,147,155,155
PaulT     	 698	136,140,141,142,142,144,145,147,149,155
Peter     	 698	136,141,142,142,142,142,153,154,156,163
Russell   	 698	139,140,141,142,142,142,143,144,155,156
Frankie   	 699	139,140,141,143,143,143,147,148,148,156
John      	 700	139,141,141,143,143,144,144,145,147,147
Dano      	 700	139,141,143,143,144,144,144,145,153,155
Dave      	 701	139,141,141,142,142,143,144,145,146,149
DonO      	 701	140,141,141,142,142,142,143,145,156,158
Marco     	 701	140,141,141,142,143,144,145,145,145,147
RobG      	 702	139,141,141,142,143,144,144,147,148,150
BobS      	 702	140,140,141,143,143,143,144,144,145,147
Tana      	 702	140,141,142,142,143,145,147,152,155,156
Nick      	 703	138,140,142,142,143,145,146,149,150,156
Crockett  	 704	137,141,144,144,145,145,145,146,148,150
Gary      	 704	138,141,141,142,143,146,147,147,155,159
Jerry     	 704	139,142,143,144,145,145,147,147,153,155
Mike      	 705	139,141,142,145,146,147,147,147,149,153
Ron       	 707	138,139,141,143,147,147,150,150,154,159
ProPaul   	 707	139,140,141,144,144,145,146,147,150,155
Tracy     	 707	140,140,143,143,144,145,146,146,147,150
Wouter    	 708	138,141,143,144,144,145,145,149,155,164
RobT      	 709	139,141,141,144,145,147,147,150,155,156
Mac       	 709	139,142,142,143,143,154,155,155,156,163
Sallie    	 711	141,142,142,143,145,147,150,150,154,163
Tanja     	 713	142,143,143,144,145,145,145,150,155,156
ProDan    	 716	140,141,145,146,146,147,147,150,150,156
Jon       	 719	142,142,143,143,153,154,156,156,159,163
