mike      	 276	67,68,70,71,71,73,79,79,79,79
wayne     	 278	68,69,70,71,73,73,75,79,79,79
vince     	 279	68,70,70,71,75,79,79,79,79,79
johnsr    	 279	68,69,71,71,79,79,79,79,79,79
paulie    	 281	67,71,71,72,73,77,79,79,79,79
mac       	 282	68,69,72,73,73,73,76,79,79,79
potter    	 282	70,70,71,71,75,75,79,79,79,79
jerry     	 282	69,71,71,71,75,78,79,79,79,79
dano      	 283	68,70,72,73,75,79,79,79,79,79
pt        	 283	69,69,72,73,79,79,79,79,79,79
jenet     	 284	70,70,71,73,73,74,74,75,79,79
crockett  	 284	68,71,72,73,73,74,79,79,79,79
ben       	 284	69,70,71,74,75,79,79,79,79,79
prodan    	 285	69,70,72,74,75,76,79,79,79,79
tana      	 285	71,71,71,72,76,79,79,79,79,79
butch     	 286	71,71,71,73,79,79,79,79,79,79
bryan     	 287	71,71,72,73,75,75,79,79,79,79
robt      	 290	71,71,73,75,76,79,79,79,79,79
nik       	 290	71,71,73,75,79,79,79,79,79,79
tanja     	 290	71,71,73,75,79,79,79,79,79,79
john      	 292	72,73,73,74,74,76,76,79,79,79
nick      	 296	71,71,75,79,79,79,79,79,79,79
robg      	 297	70,73,75,79,79,79,79,79,79,79
